,district name,district code,1. Under-Developed_BF,2. Moderately-Developed_BF,3. Developed_BF,1. Under-Developed_FC,2. Moderately-Developed_FC,3. Developed_FC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,No_HH,ELG_POP,BF_RUD,BF_INT,BF_ADV,CHH_RUD,CHH_INT,CHH_ADV,FC_RUD,FC_INT,FC_ADV,MSL_INT,MSL_ADV,MSW_RUD,MSW_INT,MSW_ADV,EMP_AL,EMP_NAL,EMP_UN,ASSET_TV,ASSET_COMPUTER,ASSET_MOBILE,ASSET_NONE,ASSET_VEHICLE,EMP_F,LIT%,MSL,MSW,CHH,FC,BF,EMP_AG_NONAG,Asset,EMP_FEMALE,LIT
143,Gurgaon,86,0.18,0.23,0.59,0.15,0.24,0.61,0,0,0,0,0,0,0,0,0,0,0,9,14,28,50,42,41,47,58,56,70,65,63,42,39,28,32,37,30,29,28,24,16,27,20,24,23,21,20,24,19,15,13,15,19,20,16,17,13,13,7,14,17,5,13,10,12,13,12,18,20,25,40,264,0,0,0,0,0,0,7.780392157,53.82745098,0,0,16.14117647,0,5071.258824,326.5254902,169.3254902,0,0,770775,2984122,10.94699231,5.973101748,82.53701093,67.63604217,28.55860128,3.803448737,10.59212144,6.656166586,82.26965742,2.646136681,96.51411994,2.221070351,27.84697376,69.91987973,2.580189416,36.53010835,57.57281371,0.800936971,0.37861654,0.603096675,0.05924027,0.759104381,8.624211745,86.05053681,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
144,South,98,0.07,0.00,0.92,0.00,0.01,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,3,1,2,3,2,3,4,2,2,3,3,4,2,4,7,1,3,1,2,6,3,3,3,4,5,7,14,235,0,0,0,0,0,0,4.905882353,11.24313725,1,0,10.34117647,2.968627451,402.4431373,627.9647059,98.22352941,0,0,10617887,43875369,14.34742285,0.53257003,82.40940105,63.98531455,32.87368335,3.14427833,2.843593824,8.270435577,88.42549955,0.612730047,99.24576466,1.656448491,8.896926262,89.41538937,0.25091299,37.16377633,60.19771366,0.872032943,0.320335477,0.64762642,0.031858453,0.621399196,7.129733769,87.34336798,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
145,New Delhi,94,0.04,0.04,0.92,0.00,0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0.094117647,0,0,0,0,0,4.058823529,171.7921569,0,0,0,317081,1232360,13.62780741,0.895135312,85.30719753,75.00994005,22.46378149,2.544974943,2.422377878,5.101237854,92.02564077,1.104769444,98.70412828,0.525606706,3.117790722,96.31762294,0.245463988,43.64690513,53.7554773,0.902733157,0.438815779,0.612956901,0.020690385,0.670177267,9.623324353,87.92649875,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
146,South West,97,0.04,0.00,0.96,0.00,0.00,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,2,0,2,2,4,4,4,1,4,3,4,7,5,5,6,8,17,13,9,1,7,6,11,0,8,7,10,0,6,7,10,6,5,6,8,32,0,335,0,0,0,0,0,0,11.21960784,26.3254902,1,0,22.85882353,0,1040.717647,850.8313725,33.34117647,0,0,9281203,38004748,13.91220886,0.610997594,82.79134019,64.55871021,32.33976603,3.105528475,2.878033225,8.120993561,88.54577705,0.666223301,99.17877723,1.866086972,8.264143743,89.83707428,0.246937567,36.45558181,61.55246708,0.873592833,0.324002706,0.64503068,0.03206139,0.626990199,6.527960664,88.87515581,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
147,Central,95,0.06,0.00,0.94,0.00,0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0.325490196,1,1.262745098,0,0,0,1.666666667,64.62352941,0,0,0,3186746,13839794,14.35980988,0.472072861,82.46755935,63.50686986,33.3204357,3.175920171,2.94775106,8.504071081,88.07560822,0.764552023,99.0988969,1.479613625,7.471226323,91.01759965,0.188528818,37.54037813,60.0766023,0.872015068,0.314701072,0.647459096,0.032503912,0.613148338,5.725063538,85.1282324,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
148,East,93,0.03,0.01,0.97,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,1.529411765,0,1,0,3.976470588,291.254902,0.937254902,0,0,7127757,30342518,13.8428147,0.495494389,82.63834431,64.40805019,32.51622614,3.079685545,2.754472606,8.300515352,88.48466591,0.591083015,99.27152619,1.527833567,7.611245936,90.82827197,0.186981845,36.6063357,61.75393881,0.87479741,0.320866569,0.644725474,0.031730425,0.628497232,5.935433572,90.19154574,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
149,North East,92,0.03,0.00,0.97,0.00,0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,15.60392157,270.454902,0,0,0,5856674,27791940,13.58565669,0.529808386,82.33749939,63.84958562,33.09500095,3.058680661,2.725270589,8.375149735,88.44387239,0.593890645,99.26150938,1.532459584,8.390965811,90.04438909,0.16212974,32.83542998,65.00102908,0.874062992,0.308774227,0.653841285,0.031750416,0.614166386,4.03153936,83.76288593,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
150,North,91,0.07,0.00,0.93,0.00,0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,4,83,0,0,0,0,0,0,0.670588235,0,0.203921569,0,4,0,27.69411765,283.6901961,0,0,0,3378575,14590735,14.34186901,0.530600801,82.44718208,63.43618046,33.25439042,3.311919759,2.768434088,8.456206803,88.25371004,0.683981916,99.17504531,2.017517297,7.798377038,90.15388553,0.218981429,37.13788236,60.99701626,0.872444779,0.311171618,0.650014751,0.032919765,0.612340734,5.358263309,86.8776453,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
151,West,96,0.06,0.01,0.94,0.00,0.02,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,2,7,146,0,0,0,0,0,0,4.250980392,6.415686275,0,0,5,0,86.10980392,451.7647059,5,0,0,10809526,44974300,14.12853166,0.583735309,82.56357655,64.21462788,32.64476664,3.143675218,2.797651941,8.368920376,88.37958071,0.599705242,99.26229225,1.62331933,7.830053927,90.51468184,0.174181699,38.30493415,59.96703451,0.873947372,0.320730497,0.643197391,0.032525913,0.628572793,7.216634834,88.31447071,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
152,Jhajjar,83,0.19,0.12,0.69,0.22,0.40,0.38,0,0,0,0,0,0,9,31,117,198,277,228,267,244,211,147,95,84,83,18,82,14,53,34,25,18,22,10,20,15,16,19,17,19,11,8,9,3,5,9,16,2,6,11,5,7,5,1,5,7,6,6,6,10,4,5,4,5,5,5,9,6,14,8,0,0,0,0,0,0,1,15.41960784,0,0,3,3,8666.478431,160.4627451,6,0,5,234165,1051346,27.55056947,10.81612538,61.27359981,51.89211966,43.4041932,4.706134563,25.40840476,27.77205219,46.52830995,6.461742788,92.87623471,6.810785557,19.62069225,73.57371554,10.55133134,18.95617618,62.02629772,0.720218735,0.123113126,0.677035637,0.086477313,0.386692802,8.35614536,81.39347085,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement,2. Mod Asset Ownership,1. Low Female Emp,3. High Literacy
153,Alwar,104,0.87,0.01,0.12,0.35,0.54,0.11,1059,0,0,0,1,349,601,769,895,1113,1117,1104,787,596,427,316,254,200,169,106,91,85,61,55,51,35,33,32,33,24,21,21,23,24,21,22,8,16,21,15,16,12,10,20,17,14,12,10,16,11,8,12,19,9,14,18,16,13,13,22,20,23,21,32,0,0,0,0,22,285,3,6,190.0627451,0,8,0,36658.86275,186,274.1843137,0,2,829507,3934934,59.912387,2.789122575,36.97630942,61.93850709,35.25596613,2.822783533,31.93360671,35.76463333,32.08614092,17.3792836,81.84635368,8.214798429,52.21846868,39.5428387,18.34770291,18.9557436,48.42276897,0.497974502,0.098766902,0.67810917,0.127763953,0.392152791,19.66360808,73.6318322,3. Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,2. Moderate Literacy
154,Rewari,85,0.37,0.21,0.42,0.06,0.61,0.33,0,0,0,0,0,0,0,5,2,13,49,83,159,196,207,188,169,140,114,71,55,39,31,27,22,33,31,25,19,15,18,12,12,11,15,10,5,6,8,5,4,10,5,8,7,3,9,6,5,9,6,4,10,3,5,7,10,5,10,6,11,10,15,14,0,0,0,0,0,0,0,0,0,0,0,0,6691.878431,108.2039216,0,0,0,225711,989773,34.17343373,15.11628498,50.4915857,60.04704689,37.03265946,2.919372561,13.44006982,39.8105861,46.61051256,7.347201953,91.91945541,4.415607126,23.20844531,72.37175769,8.902748408,23.1849121,58.4769437,0.680771278,0.127791708,0.675144672,0.086195998,0.450426966,11.37594176,81.75713017,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
155,Rohtak,82,0.11,0.12,0.77,0.34,0.21,0.46,0,0,0,0,0,7,67,130,140,153,219,217,206,153,151,104,81,84,66,76,34,39,31,24,20,19,20,12,15,12,13,10,10,11,3,6,7,5,5,9,8,3,1,7,5,6,2,3,3,7,1,6,3,7,5,4,7,4,6,4,9,8,14,9,0,0,0,0,0,0,0,4,0,0,0,0,7660.031373,223.9372549,1,0,0,296526,1326501,21.24446288,7.055446065,71.36495822,56.87852768,39.59634299,3.495532601,25.91313038,17.6537737,56.16970485,3.474062645,95.95962378,5.122714028,14.23651788,80.61969642,8.113148803,22.87891227,63.87089041,0.77063389,0.161988113,0.677990031,0.075559081,0.447780232,7.204366977,81.60544168,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,1. Low Female Emp,3. High Literacy
156,Bhiwani,81,0.39,0.21,0.40,0.48,0.30,0.22,89,0,0,0,9,45,426,791,930,908,737,583,371,273,202,137,106,85,67,55,42,38,22,24,17,25,10,12,19,6,18,6,4,2,5,2,2,3,8,2,2,3,3,3,4,5,3,4,1,1,4,3,2,1,4,4,0,3,1,1,4,4,3,2,0,0,0,0,0,0,0,137.1098039,0,0,1,0,20816.08627,208.3843137,5,0,0,374624,1704353,38.09122534,15.26411362,46.40260368,50.53891048,44.4425181,5.017400647,39.14294279,24.81327197,35.88456319,11.52069141,87.42169188,10.35242643,20.35701717,69.29553312,16.02637482,14.91774298,57.76637821,0.607532304,0.096417709,0.717146993,0.117088409,0.29516562,12.16397073,76.25063587,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
157,Jind,77,0.26,0.27,0.47,0.19,0.45,0.36,0,0,0,0,0,11,42,97,174,268,294,330,302,353,308,250,218,180,154,122,85,62,55,41,26,28,20,21,16,18,12,12,4,1,6,9,9,13,5,3,3,6,2,10,3,4,1,2,8,4,2,4,2,3,3,5,2,3,3,5,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12355.15294,124.5764706,0,0,0,308597,1434017,34.8539072,18.27874185,46.44815504,51.31902578,44.56723332,4.111028623,26.8270466,34.00669255,38.87807432,7.274959251,91.77682674,9.255698208,34.69345068,56.04604581,16.60628849,15.85441456,56.9961165,0.685251247,0.117196875,0.690771861,0.086964241,0.349063098,11.81840941,73.06754383,3. Developed,3. Developed,2. Moderately-Developed,2. Moderately-Developed,3. Developed,1. High Unemployement,2. Mod Asset Ownership,1. Low Female Emp,2. Moderate Literacy
158,Panipat,75,0.10,0.10,0.80,0.09,0.31,0.60,0,0,0,0,0,0,12,21,17,28,37,40,56,89,99,106,87,81,80,67,61,59,58,54,35,28,36,26,24,17,20,14,16,12,19,12,19,9,20,8,14,9,14,10,8,11,9,10,6,11,6,11,5,9,8,9,10,9,10,7,9,18,21,39,0,0,0,0,0,0,0,17,0,0,5,0,5327.211765,192.9843137,105,0,0,417908,1806657,13.0184421,8.833745226,73.02976756,56.42018339,40.33348488,3.24576749,13.42913847,20.2148011,65.99534419,2.912914804,96.32959048,1.561122304,24.93817946,73.48641998,5.92552986,28.01959641,60.34698341,0.768751642,0.151727876,0.685869263,0.075330786,0.464789181,7.585778595,78.14565797,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,1. Low Female Emp,2. Moderate Literacy
159,Karnal,74,0.09,0.25,0.66,0.07,0.34,0.59,12,0,0,0,0,10,33,33,39,68,131,217,292,301,297,258,213,196,138,122,106,104,96,76,49,60,38,40,29,30,37,30,28,23,27,29,24,17,24,28,24,18,18,14,23,13,11,12,11,14,13,7,9,11,8,4,11,6,8,8,10,6,17,11,0,0,0,0,0,0,0,1.266666667,0,0,0,0,11987.91373,204,1,0,0,445792,1963964,17.98823779,15.59576215,65.53682614,59.63398513,36.86381676,3.502873762,13.24473319,24.67501705,61.7925066,3.876362295,95.26583945,1.214713588,15.551402,83.20258798,10.1769177,21.95335556,60.89760301,0.799967061,0.147217855,0.661243035,0.069495545,0.545426802,7.706403987,77.56466004,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement,3. High Asset Ownership,1. Low Female Emp,2. Moderate Literacy
160,Kaithal,73,0.19,0.44,0.37,0.09,0.59,0.32,0,0,0,0,0,0,11,24,38,62,144,241,276,287,309,310,260,216,156,117,106,91,61,41,46,35,36,26,26,23,17,9,12,6,11,9,7,8,3,3,5,4,4,6,5,1,5,2,1,3,1,2,4,1,5,2,4,3,4,1,0,0,0,0,0,0,0,0,0,1.062745098,0,0,1,0,1,0,10475.69804,159.454902,1,0,0,254307,1158704,32.99313232,25.18551711,39.40542691,51.35885878,44.1413803,4.509453928,17.82385345,44.22640588,37.65922251,5.104716347,94.01326074,2.752339495,34.10036059,63.14513246,14.82397575,16.07899861,60.93506193,0.725162288,0.092026728,0.695657591,0.092811562,0.386038823,7.941717643,70.82015769,3. Developed,3. Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. High Unemployement,2. Mod Asset Ownership,1. Low Female Emp,2. Moderate Literacy
161,Kurukshetra,72,0.06,0.28,0.67,0.05,0.41,0.55,0,0,0,0,0,0,0,0,3,9,47,94,94,160,225,254,240,184,120,100,62,73,42,37,39,29,24,22,17,12,11,17,21,11,7,6,7,4,4,9,10,13,5,10,7,6,2,8,1,5,7,10,8,0,4,3,3,3,12,7,5,0,0,0,0,0,0,0,0,0.937254902,0,0,0,0,0,0,7144.713725,131.9686275,0,0,0,245462,1096739,19.99212994,14.60232989,64.45103723,57.79886744,38.32956955,3.867358288,12.41247932,28.95767736,58.29501226,3.183453651,96.31589615,0.663798062,11.4319577,87.88833791,11.98343453,21.60887868,61.13140866,0.816933961,0.154412296,0.666623942,0.052120324,0.569962736,7.564972158,78.06004893,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement,3. High Asset Ownership,1. Low Female Emp,2. Moderate Literacy
162,Patiala,48,0.04,0.31,0.65,0.03,0.41,0.56,0,0,0,0,0,0,2,32,99,277,573,636,533,398,298,246,157,121,103,100,74,67,57,41,43,39,34,32,34,21,22,23,19,27,19,15,16,19,16,14,11,12,11,15,12,14,17,9,9,8,14,5,14,11,6,13,6,11,9,7,9,11,19,34,0,0,0,0,0,2,0,0,1,0,0,0,15012.86275,456.2156863,0,0,0,615598,2733253,9.677349342,12.84298601,76.70805379,57.23728147,37.6070317,5.159288367,6.592933863,22.65566766,70.36628498,1.151893606,98.27883197,1.846984558,31.94213854,66.15090205,6.771052661,27.95844366,60.38266491,0.877139739,0.210177119,0.659238797,0.02687474,0.760081193,7.148880839,78.96550374,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,2. Moderate Literacy
163,Ambala,70,0.36,0.04,0.60,0.17,0.26,0.57,0,0,0,0,0,0,0,0,1,12,27,74,122,168,203,191,171,152,135,112,71,57,40,27,28,28,33,27,23,22,21,15,20,12,10,13,16,14,9,11,10,2,6,7,5,4,6,4,5,5,3,8,4,2,7,10,8,5,5,9,7,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0,6705.117647,310.6392157,16,0,0,352933,1541187,23.87279994,3.202367872,70.77428719,62.10391916,34.26895501,3.625720746,14.42639708,16.60202418,68.56907827,2.944301326,96.65234988,0.896314881,14.50496695,84.57680806,6.486818277,26.47316646,62.04438527,0.853372586,0.195197309,0.587969269,0.038512505,0.621180615,5.737071491,83.81143885,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
164,Yamunanagar,71,0.49,0.15,0.36,0.40,0.20,0.39,116,0,0,0,0,42,89,89,130,174,134,219,218,45,195,171,121,72,56,61,33,30,35,32,27,36,10,19,12,9,7,8,8,3,7,6,4,5,4,4,4,7,3,2,0,6,4,8,2,3,5,4,4,1,5,3,8,3,6,5,8,11,9,4,0,0,0,0,0,504.9019608,1.403921569,17.30196078,30.39215686,0,9.447058824,0,6919.4,198.1098039,391.5843137,0,0,379469,1680125,24.01708519,12.90523679,59.775442,57.09743905,38.14646651,4.75885013,25.64115224,14.9832537,59.03470428,3.139720504,96.38443615,0.952862289,18.30924265,80.74372926,7.128219627,25.31793765,63.45164794,0.776547505,0.141799794,0.64569241,0.058672187,0.511165586,4.572516926,80.45669221,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,1. Low Female Emp,2. Moderate Literacy
165,Panchkula,69,0.48,0.09,0.43,0.39,0.09,0.52,83,0,0,0,0,76,123,81,57,90,10,33,36,67,7,49,40,21,34,19,19,23,12,26,11,2,6,10,7,9,9,6,6,11,5,8,7,5,2,5,5,4,6,6,9,3,10,4,7,3,5,4,0,6,3,6,3,5,0,3,2,6,21,17,0,0,0,0,0,895.5960784,4.843137255,0,176.9019608,0,1,0,2370.4,99.44705882,412.6352941,0,0,195437,802880,22.29540005,5.240724121,72.18514457,69.82243178,25.60425866,4.568930141,19.37811264,9.595750037,70.57036897,3.893714087,95.28494809,4.920183486,3.891206885,91.15218868,3.807044639,33.75124552,57.66266441,0.827724745,0.335611276,0.540517287,0.047260432,0.775260995,9.260163412,83.85375149,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
166,Sahibzada Ajit Singh Nagar,52,0.14,0.18,0.68,0.05,0.33,0.62,0,0,0,0,0,0,20,31,20,20,18,20,13,52,140,22,65,127,14,71,57,50,39,66,6,29,28,45,22,21,24,4,19,12,17,18,24,17,4,23,1,16,9,8,10,25,1,11,12,23,10,0,6,13,9,20,14,14,10,12,37,0,50,34,0,0,0,0,1,212.4235294,0.031372549,0,35.20392157,0,0,1,4515.780392,247.6941176,154.3607843,0,0,360531,1493350,14.55618574,8.310112307,76.44975994,68.04311862,27.45494562,4.495466687,8.392114409,14.69503427,76.40426454,1.727299178,97.71508886,1.137551001,14.36174199,84.50244084,4.241738374,32.16392674,59.47868885,0.88406093,0.332778718,0.647398107,0.020298504,0.90979969,8.684367362,85.80192185,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
167,Chandigarh,55,0.04,0.00,0.96,0.00,0.07,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,4,3,3,6,48,88,0,0,0,0,0,2.074509804,2.968627451,0,1.82745098,0,0,0,87.86666667,428.854902,26.71372549,0,2,693293,2703378,12.39454084,0.512981957,87.04104571,69.63105815,26.80168731,3.501998722,4.496542155,22.57220584,71.89342673,1.263527398,98.48956285,0.625841455,2.627215045,96.72431598,0.338243487,40.70544334,57.03756559,0.829372955,0.339880932,0.625314313,0.022711513,0.735832831,8.187608244,86.21432149,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
168,Fatehgarh Sahib,40,0.01,0.20,0.80,0.00,0.36,0.64,0,0,0,0,0,0,0,11,14,53,205,268,211,165,104,50,55,35,34,31,23,23,23,17,15,8,14,14,6,15,15,12,6,12,7,7,4,3,11,5,1,8,5,0,3,2,3,5,2,5,0,4,3,5,2,3,1,4,4,4,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,5247.964706,81.03529412,0,0,0,172838,765906,11.11163922,11.43004837,76.75915134,57.53630452,37.12182217,5.341657506,4.11518474,32.28706245,63.07362096,1.090216272,98.47347227,2.178474062,50.95730858,46.82726484,8.261849365,28.26077874,59.71437748,0.839909644,0.148790741,0.658297834,0.032017155,0.704023935,5.621969276,80.55348829,3. Developed,2. Moderately-Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
169,Ludhiana,41,0.03,0.26,0.71,0.02,0.32,0.66,0,0,0,0,0,0,1,12,55,127,257,374,446,430,388,322,288,217,182,151,103,117,96,73,68,52,57,51,41,42,39,38,35,28,32,30,26,31,24,28,18,25,22,22,26,13,16,20,17,19,15,17,9,12,10,16,16,17,16,21,20,20,28,188,0,0,0,0,0,0,0,2,0,0,1,0,15857.44314,871.9372549,16,0,0,1152856,4949189,5.374989765,12.10388218,81.93842024,52.77817438,41.76537738,5.457412374,5.086495712,20.72727878,73.7289462,1.020574122,98.46924091,0.907856749,30.03684216,69.04055945,4.69244557,32.103482,58.80494764,0.848012118,0.190440664,0.619939183,0.035206371,0.678681648,7.120277686,83.21324969,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,3. High Asset Ownership,1. Low Female Emp,3. High Literacy
170,Sangrur,53,0.02,0.49,0.48,0.02,0.47,0.51,0,0,0,0,0,0,1,26,137,401,605,659,657,545,433,277,192,133,110,76,76,49,45,36,32,30,26,21,23,16,11,16,17,22,9,16,7,12,11,6,7,5,5,8,4,11,8,6,7,7,0,4,5,2,2,9,8,6,3,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16470.08627,244.027451,0,0,0,430980,1980163,14.7554752,30.05441969,54.78967609,54.70619031,39.88255,5.420215787,8.748882779,37.17800223,53.56359947,1.471513295,97.71832057,2.577378301,41.46172676,55.93790872,12.22318567,21.91900364,61.64174363,0.795047404,0.118328206,0.548771655,0.042400334,0.593777234,5.527373252,69.88273188,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. High Unemployement,2. Mod Asset Ownership,1. Low Female Emp,2. Moderate Literacy
171,Barnala,54,0.01,0.67,0.32,0.01,0.42,0.57,0,0,0,0,0,0,0,13,69,151,232,314,268,195,138,97,108,59,50,37,35,23,15,12,16,11,8,16,10,11,7,13,7,5,6,9,8,8,9,7,3,3,3,3,1,1,0,2,0,4,2,2,0,1,2,4,1,0,3,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6846.113725,62,0,0,0,154939,698999,14.67555683,36.24091288,48.69689103,48.53323437,45.30030205,6.158026707,10.07919956,34.37193347,55.14628789,1.855439237,97.2861623,1.816123765,32.01334073,66.12610963,14.24408332,21.21791304,60.51238986,0.783204887,0.113254861,0.554853194,0.053604735,0.568062114,5.834343111,69.42155854,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. High Unemployement,2. Mod Asset Ownership,1. Low Female Emp,2. Moderate Literacy
172,Moga,42,0.04,0.39,0.56,0.01,0.46,0.53,0,0,0,0,0,0,0,18,166,96,460,309,582,299,218,80,184,152,123,80,67,60,36,33,22,22,15,17,12,5,13,9,10,6,7,7,3,5,4,2,2,4,4,2,6,2,4,2,2,1,1,2,2,4,1,1,2,3,4,1,1,6,5,0,0,0,0,0,0,0,0,2,0,0,1,0,10843.53725,112,0,0,0,270226,1225260,10.19931132,25.31698985,63.8441016,52.54465447,40.36798976,7.090713699,6.321257022,36.53392938,56.66308201,1.978025801,96.31645845,3.442025194,39.9272335,56.63261973,13.02988753,22.08453716,59.06827939,0.813187809,0.146732313,0.636770407,0.047165036,0.612547283,7.867636257,73.1297847,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement,3. High Asset Ownership,1. Low Female Emp,2. Moderate Literacy
